ID,Responsable,Plataforma,Fecha_Recolección,Texto_Original,URL_Original,Usuario_ID_Anonimizado,Clase_Toxicidad,Subclase_Toxicidad,Grupos_Afectados,Lenguaje_Dialectal,Presencia_Sarcasmo,Presencia_Ironia,Contexto_Politico,Confianza_Clasificador,Notas_Etiquetador,Validado,Validador,Fecha_Validacion,Acuerdo_Validador,Razon_Desacuerdo,Cohen_Kappa,Listo_Entrenamiento
705,Willian,X,2026-07-14,"204 años de libertad y orgullo salvadoreño 
Celebramos la independencia de El Salvador recordando la historia, la valentía y el espíritu de quienes nos dieron patria. 
¡Sigamos construyendo juntos un futuro lleno de esperanza! 

#IndependenciaSV #ElSalvadorLibre",https://x.com/acontecercomsv/status/1967589096894931082,USER_014,No Tóxico,N/A,N/A,Español Estándar,NO,NO,NO,0.9,"Mensaje conmemorativo de independencia, cultural/histórico positivo.",NO,,,,N/A,,NO
531,Cristian,X,2026-07-08,Este pendejo todo el tiempo metiéndose con el origen geográfico de las personas. Claro como carece de identidad en su país de origen es un cero análisis la izquierda y en El Salvador ni la madre lo tolera.,https://x.com/Aleojosv/status/2073767256832500061,USR_00000410,Acoso,Ataque personal,Persona Individual,General Español,No,No,No,0.84,"Insulta o ridiculiza a una persona identificable. Menciona El Salvador, pero no basta para inferir dialecto local. Evidencia léxica (obscenidad: pendejo).",No,,,,,,Sí
260,Dressler,X,5/29/2026,VERGUENZA LES DEBERIA DAR DISCAPACITADOS DE MIERDA,https://x.com/tendenciaaaj02/status/1814076336878616630,USER_260,Discurso de odio,Discriminación por discapacidad,Personas con discapacidad,General Espa�ol,NO,NO,NO,0.88,requiere verificacion y validacion,No,,,,,,NO
200,Cristian,X,2026-06-02,"A la gran putaaaaa ,llorando x un bloque,k te.extraña eso, gobierno de antes lo hacían ,para hacer cualquier actividad en las escuelas,hoy solo son mierdas ,si les piden colaborar con algo . oposición como siempre mentirosas en contra del gobierno.... jajajaja 🤣",https://x.com/FrediGonzales6/status/2021338994630598700,USR_00000148,Lenguaje Ofensivo,Burla,Partido Político,General Español,Sí,Sí,Sí,0.82,"Usa insultos, burlas o vulgarismos sin ataque claro a característica protegida. No se observan marcas dialectales suficientes; predomina español general.",No,,,,,,Sí
911,Willian,X,2026-07-14,"A ver cuando entenderan las instituciones correspondientes que los mareros no pueden ser considerados como seres humanos, deben morir!",https://x.com/Jomakagui/status/931333012515680258,USER_295,Amenazas/Violencia,Incitación a la Violencia (a grupo),Pandilleros/Mareros,Salvadoreño,NO,NO,NO,0.85,Deshumanización extrema (niega su condición de seres humanos) y llamado directo a que mueran.,NO,,,,N/A,,NO
1227,Willian,Facebook,2026-07-14,Contra viento y marea se construyó el camino que hoy permite vivir en una realidad completamente transformada. #Consolidación,https://www.facebook.com/profile.php?comment_id=Y29tbWVudDoxMzk3MjQwOTI1OTEzNDk3Xzk2MTgzMzQ0NjkyMzMxOA==,USER_592,No Tóxico,N/A,N/A,Español Estándar,NO,NO,SI,0.75,"Comentario político de tono positivo sobre transformación del país, sin agresión.",NO,,,,N/A,,NO
13,Dressler,X,6/24/2026,No me metan en esa colada indios de mierda . Aguante argentina desde Colombia,https://x.com/Parkacardenal10/status/2077398688775667769,USER_013,Discurso de odio,Racismo,Personas indígenas,General Espa�ol,NO,NO,NO,0.74,requiere verificacion y validacion,No,,,,,,NO
523,Cristian,X,2026-07-08,"Amigo vos mismo dijiste que los venecos que conociste fueron una mierda con vos, osea te dejaron el culo roto seguí llorando que yo soy feliz con mi nacionalidad salvadoreña no como vos que t fuiste a vivir a Estados unidos y más encima andas acá en Twitter cff",https://x.com/Mr_redrex/status/2072838297626243160,USR_00000403,Acoso,Ataque personal,Persona Individual,Salvadoreño,No,No,Sí,0.84,"Insulta o ridiculiza a una persona identificable. Usa voseo, caliche o léxico registrado como salvadoreñismo. Evidencia léxica (obscenidad: mierda, culo; jerga salvadoreña: vos).",No,,,,,,Sí
524,Willian,X,2026-07-13,"Las tiendas de barrio en El Salvador reciben un impulso financiero con la nueva línea de crédito del 

@bfaelsalvador
, respaldada por 
@CONAMYPESV
 y Programype.  Con montos de hasta US$10,000.

Nota aquí 
https://
shre.ink/oCYu

#TiendasDeBarrio #EmprendimientoSV
LS",https://x.com/acontecercomsv/status/1980739326699860391,USER_014,No Tóxico,N/A,N/A,Español Estándar,NO,NO,NO,0.9,"Noticia económica: impulso financiero a tiendas de barrio, informativo.",NO,,,,N/A,,NO
192,Dressler,X,7/10/2026,Como si fueran dueños del estadio los gitanos de mierda,https://x.com/RodrigoFJds/status/2076046708556091526,USER_192,Discurso de odio,Antigitanismo,Personas gitanas,General Espa�ol,NO,NO,NO,0.72,requiere verificacion y validacion,No,,,,,,NO
856,Willian,X,2026-07-14,"No tienen perdón, malditos mareros... No merecen estar vivos.",https://x.com/ernesthoelias/status/926174179296251904,USER_240,Amenazas/Violencia,Incitación a la Violencia (a grupo),Pandilleros/Mareros,Salvadoreño,NO,NO,NO,0.85,Declaración directa y explícita de que los mareros no merecen estar vivos.,NO,,,,N/A,,NO
369,Cristian,X,2026-06-07,Otro estupido que prefiere ver a El Salvador comiendo mierda y con 100 asesinatos al dia,https://x.com/pcruz025/status/2063030582490062951,USR_00000290,Lenguaje Ofensivo,Lenguaje vulgar,Ninguno,General Español,No,No,No,0.82,"Usa insultos, burlas o vulgarismos sin ataque claro a característica protegida. Menciona El Salvador, pero no basta para inferir dialecto local. Evidencia léxica (obscenidad: estupido, mierda).",No,,,,,,Sí
201,Cristian,X,2026-06-02,Esta es la periodista de @chilevision @chvnoticias que fue meada en El Salvador?,https://x.com/HALCON_IX/status/2018106993769083204,USR_00000149,No Tóxico,No Aplica,Persona Individual,General Español,No,No,No,0.80,"No hay insulto, amenaza ni ataque discriminatorio evidente. Menciona El Salvador, pero no basta para inferir dialecto local.",No,,,,,,Sí
430,Cristian,Facebook,2026-07-14,Es mejor ser gato 🐈‍⬛ aaaaa ser Pipian y andarse besando con otro coyoludo igual que uno y por cierto deberían investigar si es cierto que golpeó al gato y que se lo lleven a cecot,https://www.facebook.com/ElSalvadorNoticiasSV/posts/pfbid02swH6vNBoqntHuiKV2hswsQwba2HvygZ7qCcmV7mkMeM8WZ54KoYfngv5QibrWKocl?comment_id=1022610676644035,USR_00000033,No Tóxico,No Aplica,Ninguno,Salvadoreño,No,No,No,0.80,"No hay insulto, amenaza ni ataque discriminatorio evidente. Usa voseo, caliche o léxico registrado como salvadoreñismo. Evidencia léxica (jerga salvadoreña: pipian).",No,,,,,,Sí
019,Cristian,X,2026-05-24,"La gente mayoría de gente amargada, mal educada y pesada, es la gente que es fea física y estéticamente y que tiene miles de complejos. Proyectan sus inseguridades en los demás y tienen pésimo carácter, cuando deberían de ser buena onda, por lo menos. Cancélenme pero es cierto.",https://x.com/juandifiallos/status/1964112089418457410,USR_00000004,No Tóxico,No Aplica,Ninguno,General Español,No,No,No,0.80,"No hay insulto, amenaza ni ataque discriminatorio evidente. No se observan marcas dialectales suficientes; predomina español general.",No,,,,,,Sí
273,Cristian,X,2026-06-04,"Los areneros son una mierda que merecen arder en el infierno junto a los del fmln, y merecen todo el odio, rencor, resentimiento, puteadas y maldiciones del pueblo Salvadoreño,pero esa mujer que vaya usted a saber qué pata puso ese huevo, que ni es neutral con el gobierno porque los diputados siguen robando pero ella que putas va saver, si los que están actualmente son la copia de los de antes, de los de siempre, pero claro si ya estas con el hueso en el hocico a todo dice la cerota amen. Las puteadas a estos y a los nuevos y los viejos son nuestro derecho, que tiene esa que meter su nariz en donde no hace falta!",https://x.com/Yiyicelya/status/2060850335183462526,USR_00000213,Discurso de Odio,Misoginia,Mujeres,Salvadoreño,No,No,Sí,0.86,"Ataca o degrada a un grupo identificable mediante insulto o generalización. Usa voseo, caliche o léxico registrado como salvadoreñismo. Evidencia léxica (obscenidad: cerota, mierda; jerga salvadoreña: hocico).",No,,,,,,Sí
32,Dressler,Facebook,6/11/2026,Luis Lemus Trankila que España aplasta a argentina,https://www.facebook.com/profile.php?comment_id=Y29tbWVudDoxNTQ0ODUwMzkxMDA2ODA5XzEwMTE1NzM2MTgzMTgzNzk=,USER_032,Discurso de odio,Burla por nacionalidad,Personas argentinas,General Espa�ol,SI,SI,NO,0.78,requiere verificacion y validacion,No,,,,,,NO
114,Cristian,X,2026-05-30,"Si hacemos famosos esos come mocos, por eso el país lo gobierna un cerote egocéntrico, que deja sin órganos a los que ve como amenaza y sampa presos a los empresarios. No sé diga de la bola de pendejos de la asamblea",https://x.com/romero72154/status/2037273492505202993,USR_00000084,Acoso,Ataque personal,Persona Individual,Salvadoreño,No,No,Sí,0.84,"Insulta o ridiculiza a una persona identificable. Usa voseo, caliche o léxico registrado como salvadoreñismo. Evidencia léxica (obscenidad: pendejos, cerote; jerga salvadoreña: cerote).",No,,,,,,Sí
1233,Willian,Facebook,2026-07-14,Cuando no me puedo dormir veo bobadas como estas y me da sueño rápidamente,https://www.facebook.com/vicente.ponce.770020?comment_id=Y29tbWVudDoxNTMwMDA2MDU5MTcxODI5XzI1MDg4NjAzMzYyNzQ2ODg=,USER_598,No Tóxico,N/A,N/A,Español Estándar,SI,NO,NO,0.7,"Comentario sarcástico sobre aburrimiento del contenido, sin agresión.",NO,,,,N/A,,NO
163,Cristian,X,2026-05-30,Nos empecinamos en anestesiar su miseria. Es para un psiquiatra lo de River perdonándoles la vida desde 2020 para acá!,https://x.com/esc24x7/status/2060194092160561206,USR_00000125,No Tóxico,No Aplica,Ninguno,General Español,No,No,No,0.80,"No hay insulto, amenaza ni ataque discriminatorio evidente. No se observan marcas dialectales suficientes; predomina español general.",No,,,,,,Sí
940,Willian,X,2026-07-14,Marero ó pandillero muerto no cuenta como un ser humano es un animal en cuerpo de humano,https://x.com/PintoCatota/status/1656875217816363008,USER_321,Amenazas/Violencia,Incitación a la Violencia (a grupo),Pandilleros/Mareros,Salvadoreño,NO,NO,NO,0.8,Deshumanización explícita: niega la condición humana de mareros muertos ('es un animal').,NO,,,,N/A,,NO
027,Cristian,X,2026-05-24,Maje si ustedes hacen esas acciones porque son miles mensuales los que se les paga. Mira mi cholero no les queda bien estar defendiendo lo indefendible,https://x.com/edwinmejia_1/status/1288565015927234560,USR_00000012,Acoso,Ataque personal,Persona Individual,Salvadoreño,No,No,No,0.84,"Insulta o ridiculiza a una persona identificable. Usa voseo, caliche o léxico registrado como salvadoreñismo. Evidencia léxica (obscenidad: maje; jerga salvadoreña: maje).",No,,,,,,Sí
113,Cristian,X,2026-05-30,"La niña Yani: casa propia, carro, novio que le cocina… todo a punta de contenido pedorro. Y ustedes sacando la maestría…🤡",https://x.com/yo_Guti/status/2037214973730984141,USR_00000083,No Tóxico,No Aplica,Persona Individual,General Español,No,No,No,0.80,"No hay insulto, amenaza ni ataque discriminatorio evidente. No se observan marcas dialectales suficientes; predomina español general.",No,,,,,,Sí
42,Dressler,Facebook,6/9/2026,"Jose Noventa Lástima que eso les va a jugar en contra a España, los jugadores del Barca van a estar pensando más en quien se va a quedar la camiseta de su ídolo después del partido en lugar de ganar, les va a dar miedo jugar y van a respetar demás a Argentina. Lo que les costará el Título a España. (Van a pensar que son jovenes y que tienen una carrera todavía por delante y van a preferir el bicampeonato de su ídolo) Lo que no saben, es que esa oportunidad de ser campeones no se les va a volver a presentar en sus carreras, es hoy o nunca.",https://www.facebook.com/profile.php?comment_id=Y29tbWVudDoxNTQ0NzY0NDQ0MzQ4NzM3XzE5MTgxMTg5MzU1NDI1OTc=,USER_042,Discurso de odio,Burla por nacionalidad,Personas argentinas,General Espa�ol,SI,SI,NO,0.87,requiere verificacion y validacion,No,,,,,,NO
1168,Willian,Facebook,2026-07-14,FALTAN 10 HOSPITALES NACIONALES QUELOS PINTEN,https://www.facebook.com/profile.php?comment_id=Y29tbWVudDoxMDQ0NzkyMzM0NTU5Mzc3XzIwNzI4ODAxNTMzMzU5MTY=,USER_542,No Tóxico,N/A,N/A,Salvadoreño,NO,SI,NO,0.8,"Anécdota personal humorística sobre estafa de cría de mascotas, sin agresión.",NO,,,,N/A,,NO
186,Cristian,X,2026-06-02,Y quien sos vos tontito para qué hables de que las mentiras duran hasta que le verdad llega haaa quie además ese mago que hizo ese video no es mas que un tonto pagado por los gorgojos perdedores,https://x.com/CarlosM44441561/status/2021214855982612679,USR_00000134,Acoso,Ataque personal,Persona Individual,Salvadoreño,No,No,No,0.84,"Insulta o ridiculiza a una persona identificable. Usa voseo, caliche o léxico registrado como salvadoreñismo. Evidencia léxica (obscenidad: tonto; jerga salvadoreña: sos, vos).",No,,,,,,Sí
107,Cristian,Facebook,2026-06-22,Mierdas 💩 quieren que los respeten y no respetan ala fuerza quieren que la sociedad acepte sus bajezas sus malos ejemplos jamás serán lo que representan nunca y ese es problema que no lo aceptan,https://www.facebook.com/permalink.php?story_fbid=pfbid0ofh6Jfwyi2GgKWQGGUpPqmAvVLDfPEuDQo3CxrGkzH7Moo9BZbVHBkMfbYp4KwPDl&id=100084285997242&comment_id=799872018584524,USR_00000033,Lenguaje Ofensivo,Lenguaje vulgar,Ninguno,General Español,No,No,No,0.82,"Usa insultos, burlas o vulgarismos sin ataque claro a característica protegida. No se observan marcas dialectales suficientes; predomina español general. Evidencia léxica (obscenidad: mierda).",No,,,,,,Sí
376,Cristian,Facebook,2026-06-26,Que pdja está la gente 😑 quieren regresar al pasado,https://www.facebook.com/permalink.php?story_fbid=pfbid02YUNcsPVVHeM62EyHer86i6eoEAKDkQAQ5thqGy3EcBLh9otTsAH8qx54URwzYJZ9l&id=100076242561758&comment_id=1970754120434832,USR_00000292,Lenguaje Ofensivo,Lenguaje vulgar,Ninguno,General Español,No,No,No,0.82,"Usa insultos, burlas o vulgarismos sin ataque claro a característica protegida. No se observan marcas dialectales suficientes; predomina español general. Evidencia léxica (obscenidad: pendejo).",No,,,,,,Sí
59,Dressler,X,6/11/2026,Y porque gringos de mierda? Será Venezolanos de MIERDA PORQUE PERDIERON LA OPORTUNIDAD DE CAERLE A COÑAZO   Porque tienen que ser los Estados Unidos que le resuelvan todo?,https://x.com/STEPH05050505/status/2071478587203694615,USER_059,Discurso de odio,Xenofobia,Personas venezolanas,General Espa�ol,NO,NO,NO,0.84,requiere verificacion y validacion,No,,,,,,NO
267,Cristian,Facebook,2026-06-25,Y tanto pendejo donando y viviendo alquilado o en casa de arrimados con su familia......y a ver ...ese quien es? Yo le veo talle de marica ....?,https://www.facebook.com/SivarNewsSV/posts/pfbid0294g3H4GRdtbzcVrW2VFryXr5p2y7LBfX5FUBDRK86tsHJcujtQ9M4PjSm5nX4mctl?comment_id=1010354871247139,USR_00000183,Discurso de Odio,Homofobia,Comunidad LGBT,General Español,No,No,No,0.86,"Ataca o degrada a un grupo identificable mediante insulto o generalización. No se observan marcas dialectales suficientes; predomina español general. Evidencia léxica (obscenidad: pendejo, marica).",No,,,,,,Sí
031,Cristian,X,2026-05-24,"Reconocer que fuimos utilizados, que mientras los muchachos se hechaban la platada, o le daban a la guinda, los “hijines de la revolución” y los “juniors” jodian en su El Salvador, eso si es condenable, eso si es vergonzoso. PD: la guerra fue un negocio lucrativo para ellos.",https://x.com/RickSaraviaDiaz/status/1481374250875375616,USR_00000016,No Tóxico,No Aplica,Ninguno,General Español,No,No,No,0.80,"No hay insulto, amenaza ni ataque discriminatorio evidente. Menciona El Salvador, pero no basta para inferir dialecto local.",No,,,,,,Sí
025,Cristian,X,2026-05-24,POBRES LADRONES GUERRILLEROS COBARDES .,https://x.com/rtor1651/status/1296876917690257408,USR_00000010,No Tóxico,No Aplica,Ninguno,General Español,No,No,No,0.80,"No hay insulto, amenaza ni ataque discriminatorio evidente. No se observan marcas dialectales suficientes; predomina español general.",No,,,,,,Sí
007,Cristian,X,2026-05-24,Mi pelo tiene brilla más que tu futuro. 😘,https://x.com/juandifiallos/status/2003165775696392693,USR_00000004,No Tóxico,No Aplica,Persona Individual,General Español,Sí,Sí,No,0.80,"No hay insulto, amenaza ni ataque discriminatorio evidente. No se observan marcas dialectales suficientes; predomina español general. Nota fuente: tono sarcastico.",No,,,,,,Sí
401,Cristian,Facebook,2026-07-14,"Bichos pndejos, increíble ven la situación de 0 tolerencia a esa porquería de la pandilla y siguen en esa cosa, quebrado le Deberían de hacer los dedos a ese mono 0te.",https://www.facebook.com/noticia.es/posts/pfbid0wmXEQ1yLWKdARe7k6TyPgzRndkQ8GafB9quwe7kWJFrdy2sPqA2nESeVGNXdDVaxl?comment_id=1774936203868790,USR_00000004,No Tóxico,No Aplica,Pandillas,Salvadoreño,No,No,No,0.80,"No hay insulto, amenaza ni ataque discriminatorio evidente. Usa voseo, caliche o léxico registrado como salvadoreñismo.",No,,,,,,Sí
787,Willian,X,2026-07-14,"Los mareros lo que necesitan para portarse bien es un balazo en la frente ... Así nada malo van a hacer después, ya verán",https://x.com/BrujiX3/status/589475257179770880,USER_176,Amenazas/Violencia,Amenaza Explícita Directa,Pandilleros/Mareros,Salvadoreño,NO,NO,NO,0.85,Incitación explícita a ejecución sumaria ('balazo en la frente') como solución.,NO,,,,N/A,,NO
1151,Willian,Facebook,2026-07-14,"En toda esa zona calles mejoradas / cerradas, adyacentes a la zona 0 de San Salvador",https://www.facebook.com/hector.parada.904?comment_id=Y29tbWVudDoxNTMwMzkzNDAyNDY2NDI4XzIxOTUzNzIzNDEwMzYwNDY=,USER_525,No Tóxico,N/A,N/A,Español Estándar,NO,NO,NO,0.8,"Observación factual sobre mejoras urbanas, informativo.",NO,,,,N/A,,NO
458,Cristian,Facebook,2026-07-12,Y a. Este Indio de donde lo sacaron tiene cara de haragan. Y mantenido que busque trabajo,https://www.facebook.com/elnoticierodelpueblosv/posts/pfbid0253jCKXn3aoYcCP9qtg88z7cKEAfEvWXxvD7LzAWekk3oSyCx7qZ6Tms2ww5nTUtLl?comment_id=3246384665529986,USR_00000090,Discurso de Odio,Racismo,Grupo Étnico,General Español,No,No,No,0.86,"Ataca o degrada a un grupo identificable mediante insulto o generalización. No se observan marcas dialectales suficientes; predomina español general. Evidencia léxica (obscenidad: haragán, mantenida).",No,,,,,,Sí
016,Cristian,X,2026-05-24,Nunca faltan los bruticos que creen que si no te gusta algo de IPhone es porque no puedes pagarlo. La lógica se la metieron por el c*lo.,https://x.com/ronalmunive/status/1965816485659681139,USR_00000006,No Tóxico,No Aplica,Persona Individual,General Español,No,No,No,0.80,"No hay insulto, amenaza ni ataque discriminatorio evidente. No se observan marcas dialectales suficientes; predomina español general. Nota fuente: c*lo hace referencia a culo o ano..",No,,,,,,Sí
544,Willian,X,2026-07-13,Deep in the Playas of El Salvador. #ElSalvador #playaselsalvador #playaeltunco,https://x.com/_erica_jj/status/957688013496176640,USER_032,No Tóxico,N/A,N/A,Español Estándar,NO,NO,NO,0.9,"Foto/caption de playa salvadoreña, simple y limpio.",NO,,,,N/A,,NO
074,Cristian,X,2026-05-30,Por eso lo mandaron a La mierda de la compañia donde trabajaba y Despues le andaba pidiendo trabajo a pimentel.,https://x.com/Imthejoker503/status/2014091068435058761,USR_00000051,Lenguaje Ofensivo,Lenguaje vulgar,Ninguno,General Español,No,No,No,0.82,"Usa insultos, burlas o vulgarismos sin ataque claro a característica protegida. No se observan marcas dialectales suficientes; predomina español general. Evidencia léxica (obscenidad: mierda).",No,,,,,,Sí
